resultId,season,round,driverId,constructorId,grid,position,positionText,points,laps,status,time,fastestLapTime,fastestLapRank,fastestLapSpeed
285,2024,15,perez,red_bull,5,6,6,8.00,72,Finished,+39.542,1:14.587,8,205.563
286,2024,15,russell,mercedes,4,7,7,6.00,72,Finished,+44.617,1:13.927,3,207.399
287,2024,15,hamilton,mercedes,14,8,8,4.00,72,Finished,+49.599,1:13.878,2,207.536
288,2024,15,gasly,alpine,9,9,9,2.00,71,Lapped,+8.604,1:14.855,11,204.828
289,2024,15,alonso,aston_martin,7,10,10,1.00,71,Lapped,+13.533,1:14.758,10,205.093
290,2024,15,hulkenberg,haas,12,11,11,0.00,71,Lapped,+19.214,1:15.657,18,202.656
291,2024,15,ricciardo,rb,13,12,12,0.00,71,Lapped,+21.067,1:15.222,13,203.828
292,2024,15,stroll,aston_martin,8,13,13,0.00,71,Lapped,+25.712,1:15.255,14,203.739
293,2024,15,albon,williams,19,14,14,0.00,71,Lapped,+40.711,1:14.434,6,205.986
294,2024,15,ocon,alpine,15,15,15,0.00,71,Lapped,+46.878,1:15.390,15,203.374
295,2024,15,sargeant,williams,18,16,16,0.00,71,Lapped,+1:04.539,1:15.539,16,202.973
296,2024,15,tsunoda,rb,11,17,17,0.00,71,Lapped,+1:05.146,1:15.552,17,202.938
297,2024,15,kevin_magnussen,haas,20,18,18,0.00,71,Lapped,+1:05.707,1:14.954,12,204.557
298,2024,15,bottas,sauber,16,19,19,0.00,70,Lapped,+3.248,1:15.822,20,202.215
299,2024,15,zhou,sauber,17,20,20,0.00,70,Lapped,+36.019,1:15.724,19,202.477
300,2024,16,leclerc,ferrari,4,1,1,25.00,53,Finished,1:14:40.727,1:23.226,10,250.58
301,2024,16,piastri,mclaren,2,2,2,18.00,53,Finished,+2.664,1:21.943,4,254.503
302,2024,16,norris,mclaren,1,3,3,16.00,53,Finished,+6.153,1:21.432,1,256.1
303,2024,16,sainz,ferrari,5,4,4,12.00,53,Finished,+15.621,1:23.219,9,250.601
304,2024,16,hamilton,mercedes,6,5,5,10.00,53,Finished,+22.820,1:21.512,2,255.849
305,2024,16,max_verstappen,red_bull,7,6,6,8.00,53,Finished,+37.932,1:21.745,3,255.12
306,2024,16,russell,mercedes,3,7,7,6.00,53,Finished,+39.715,1:22.036,5,254.215
307,2024,16,perez,red_bull,8,8,8,4.00,53,Finished,+54.148,1:22.971,8,251.35
308,2024,16,albon,williams,9,9,9,2.00,53,Finished,+1:07.456,1:23.918,16,248.514
309,2024,16,kevin_magnussen,haas,13,10,10,1.00,53,Finished,+1:08.302,1:23.437,12,249.946
310,2024,16,alonso,aston_martin,11,11,11,0.00,53,Finished,+1:08.495,1:22.944,7,251.432
311,2024,16,colapinto,williams,18,12,12,0.00,53,Finished,+1:21.308,1:23.728,14,249.077
312,2024,16,ricciardo,rb,12,13,13,0.00,53,Finished,+1:33.452,1:24.219,17,247.625
313,2024,16,ocon,alpine,15,14,14,0.00,52,Lapped,+12.659,1:24.343,18,247.261
314,2024,16,gasly,alpine,14,15,15,0.00,52,Lapped,+18.344,1:23.755,15,248.997
315,2024,16,bottas,sauber,19,16,16,0.00,52,Lapped,+27.211,1:23.609,13,249.432
316,2024,16,hulkenberg,haas,10,17,17,0.00,52,Lapped,+30.870,1:23.275,11,250.432
317,2024,16,zhou,sauber,20,18,18,0.00,52,Lapped,+40.055,1:25.092,19,245.085
318,2024,16,stroll,aston_martin,17,19,19,0.00,52,Lapped,+43.508,1:22.232,6,253.609
319,2024,16,tsunoda,rb,16,20,R,0.00,7,Retired,,1:26.198,20,241.94
320,2024,17,piastri,mclaren,2,1,1,25.00,51,Finished,1:32:58.007,1:47.060,9,201.856
321,2024,17,leclerc,ferrari,1,2,2,18.00,51,Finished,+10.910,1:47.067,10,201.843
322,2024,17,russell,mercedes,5,3,3,15.00,51,Finished,+31.328,1:46.628,2,202.674
323,2024,17,norris,mclaren,15,4,4,13.00,51,Finished,+36.143,1:45.255,1,205.318
324,2024,17,max_verstappen,red_bull,6,5,5,10.00,51,Finished,+1:17.098,1:46.798,3,202.352
325,2024,17,alonso,aston_martin,7,6,6,8.00,51,Finished,+1:25.468,1:47.057,8,201.862
326,2024,17,albon,williams,9,7,7,6.00,51,Finished,+1:27.396,1:46.947,5,202.07
327,2024,17,colapinto,williams,8,8,8,4.00,51,Finished,+1:29.541,1:47.274,12,201.454
328,2024,17,hamilton,mercedes,19,9,9,2.00,51,Finished,+1:32.401,1:47.236,11,201.525
329,2024,17,bearman,haas,10,10,10,1.00,51,Finished,+1:33.127,1:47.048,7,201.879
330,2024,17,hulkenberg,haas,12,11,11,0.00,51,Finished,+1:33.465,1:47.691,14,200.674
331,2024,17,gasly,alpine,18,12,12,0.00,51,Finished,+1:57.189,1:48.018,15,200.066
332,2024,17,ricciardo,rb,14,13,13,0.00,51,Finished,+2:26.907,1:48.380,17,199.398
333,2024,17,zhou,sauber,17,14,14,0.00,51,Finished,+2:28.841,1:47.644,13,200.761
334,2024,17,ocon,alpine,20,15,15,0.00,50,Lapped,+21.344,1:48.831,19,198.572
335,2024,17,bottas,sauber,16,16,16,0.00,50,Lapped,+25.395,1:48.418,18,199.328
336,2024,17,perez,red_bull,4,17,17,0.00,49,Retired,,1:47.013,6,201.945
337,2024,17,sainz,ferrari,3,18,18,0.00,49,Retired,,1:46.866,4,202.223
338,2024,17,stroll,aston_martin,13,19,19,0.00,45,Retired,,1:48.148,16,199.826
339,2024,17,tsunoda,rb,11,20,R,0.00,14,Retired,,1:50.887,20,194.89
340,2024,18,norris,mclaren,1,1,1,25.00,62,Finished,1:40:52.571,1:34.925,2,187.347
341,2024,18,max_verstappen,red_bull,2,2,2,18.00,62,Finished,+20.945,1:35.967,5,185.313
342,2024,18,piastri,mclaren,5,3,3,15.00,62,Finished,+41.823,1:35.745,4,185.743
343,2024,18,russell,mercedes,4,4,4,12.00,62,Finished,+1:01.040,1:37.047,10,183.251
344,2024,18,leclerc,ferrari,9,5,5,10.00,62,Finished,+1:02.430,1:35.371,3,186.471
345,2024,18,hamilton,mercedes,3,6,6,8.00,62,Finished,+1:25.248,1:37.393,12,182.6
346,2024,18,sainz,ferrari,10,7,7,6.00,62,Finished,+1:36.039,1:36.561,7,184.173
347,2024,18,alonso,aston_martin,7,8,8,4.00,61,Lapped,+0.873,1:37.741,18,181.95
348,2024,18,hulkenberg,haas,6,9,9,2.00,61,Lapped,+3.140,1:37.470,15,182.456
349,2024,18,perez,red_bull,13,10,10,1.00,61,Lapped,+4.624,1:37.477,16,182.443
350,2024,18,colapinto,williams,12,11,11,0.00,61,Lapped,+6.284,1:37.262,11,182.846
351,2024,18,tsunoda,rb,8,12,12,0.00,61,Lapped,+8.792,1:36.393,6,184.494
352,2024,18,ocon,alpine,15,13,13,0.00,61,Lapped,+44.005,1:37.964,20,181.536
353,2024,18,stroll,aston_martin,17,14,14,0.00,61,Lapped,+47.571,1:37.851,19,181.745
354,2024,18,zhou,sauber,20,15,15,0.00,61,Lapped,+57.220,1:37.461,14,182.472
355,2024,18,bottas,sauber,19,16,16,0.00,61,Lapped,+57.829,1:37.524,17,182.355
356,2024,18,gasly,alpine,18,17,17,0.00,61,Lapped,+59.059,1:36.927,9,183.478
357,2024,18,ricciardo,rb,16,18,18,0.00,61,Lapped,+1:29.796,1:34.486,1,188.218
358,2024,18,kevin_magnussen,haas,14,19,19,0.00,57,Retired,,1:37.425,13,182.54
359,2024,18,albon,williams,11,20,R,0.00,15,Retired,,1:36.888,8,183.552
360,2024,19,leclerc,ferrari,4,1,1,25.00,56,Finished,1:35:09.639,1:37.834,6,202.861
361,2024,19,sainz,ferrari,3,2,2,18.00,56,Finished,+8.562,1:37.763,5,203.009
362,2024,19,max_verstappen,red_bull,2,3,3,15.00,56,Finished,+19.412,1:38.117,9,202.276
363,2024,19,norris,mclaren,1,4,4,12.00,56,Finished,+20.354,1:37.679,4,203.183
364,2024,19,piastri,mclaren,5,5,5,10.00,56,Finished,+21.921,1:37.883,7,202.76
365,2024,19,russell,mercedes,20,6,6,8.00,56,Finished,+56.295,1:37.656,3,203.231
366,2024,19,perez,red_bull,9,7,7,6.00,56,Finished,+59.072,1:38.514,13,201.461
367,2024,19,hulkenberg,haas,11,8,8,4.00,56,Finished,+1:02.957,1:38.404,12,201.686
368,2024,19,lawson,rb,19,9,9,2.00,56,Finished,+1:10.563,1:38.091,8,202.33
369,2024,19,colapinto,williams,15,10,10,1.00,56,Finished,+1:11.979,1:37.611,2,203.325
370,2024,19,kevin_magnussen,haas,8,11,11,0.00,56,Finished,+1:19.782,1:38.210,10,202.085
371,2024,19,gasly,alpine,6,12,12,0.00,56,Finished,+1:30.558,1:38.311,11,201.877
372,2024,19,alonso,aston_martin,7,13,13,0.00,55,Lapped,+1.726,1:39.261,17,199.945
373,2024,19,tsunoda,rb,10,14,14,0.00,55,Lapped,+8.212,1:39.193,15,200.082
374,2024,19,stroll,aston_martin,13,15,15,0.00,55,Lapped,+16.983,1:39.214,16,200.04
375,2024,19,albon,williams,14,16,16,0.00,55,Lapped,+18.092,1:39.084,14,200.302
376,2024,19,bottas,sauber,16,17,17,0.00,55,Lapped,+34.333,1:40.575,19,197.333
377,2024,19,ocon,alpine,12,18,18,0.00,55,Lapped,+42.112,1:37.330,1,203.912
378,2024,19,zhou,sauber,18,19,19,0.00,55,Lapped,+49.240,1:39.272,18,199.923
379,2024,19,hamilton,mercedes,17,20,R,0.00,1,Retired,,,NULL,
380,2024,20,sainz,ferrari,1,1,1,25.00,71,Finished,1:40:55.800,1:20.137,7,193.348
381,2024,20,norris,mclaren,3,2,2,18.00,71,Finished,+4.705,1:19.691,4,194.43
382,2024,20,leclerc,ferrari,4,3,3,16.00,71,Finished,+34.387,1:18.336,1,197.794
383,2024,20,hamilton,mercedes,6,4,4,12.00,71,Finished,+44.780,1:20.371,8,192.785
384,2024,20,russell,mercedes,5,5,5,10.00,71,Finished,+48.536,1:20.731,11,191.926
385,2024,20,max_verstappen,red_bull,2,6,6,8.00,71,Finished,+59.558,1:20.872,13,191.591
386,2024,20,kevin_magnussen,haas,7,7,7,6.00,71,Finished,+1:03.642,1:20.637,9,192.15
387,2024,20,piastri,mclaren,17,8,8,4.00,71,Finished,+1:04.928,1:20.064,5,193.525
388,2024,20,hulkenberg,haas,10,9,9,2.00,70,Lapped,+2.720,1:20.748,12,191.885
389,2024,20,gasly,alpine,8,10,10,1.00,70,Lapped,+18.587,1:21.274,15,190.643
390,2024,20,stroll,aston_martin,14,11,11,0.00,70,Lapped,+25.072,1:21.311,16,190.557
391,2024,20,colapinto,williams,16,12,12,0.00,70,Lapped,+37.497,1:20.090,6,193.462
392,2024,20,ocon,alpine,0,13,13,0.00,70,Lapped,+39.663,1:20.659,10,192.097
393,2024,20,bottas,sauber,15,14,14,0.00,70,Lapped,+42.227,1:21.085,14,191.088
394,2024,20,zhou,sauber,19,15,15,0.00,70,Lapped,+1:01.722,1:21.553,17,189.991
395,2024,20,lawson,rb,12,16,16,0.00,70,Lapped,+1:04.466,1:19.502,3,194.893
396,2024,20,perez,red_bull,18,17,17,0.00,70,Lapped,+1:13.284,1:19.209,2,195.614
397,2024,20,alonso,aston_martin,13,18,R,0.00,15,Retired,,1:22.722,18,187.306
398,2024,20,albon,williams,9,19,R,0.00,0,Retired,,,NULL,
399,2024,20,tsunoda,rb,11,20,R,0.00,0,Retired,,,NULL,
400,2024,21,max_verstappen,red_bull,17,1,1,26.00,69,Finished,2:06:54.430,1:20.472,1,192.767
